user_id,tenure_months,rides_per_month,food_orders_per_month,quik_orders_per_month,pay_txns_per_month,verticals_active,careem_plus,promo_share,days_since_last_activity,captain_cancellations_90d,avg_wait_time_min,surge_exposure_share,refund_delays_90d,delivery_delays_90d,failed_payments_90d,support_tickets_90d,monthly_spend_aed,churned
u_001513,15.9,0.0,4.6,0.0,7.1,2,0,0.31,11.0,0,0.0,0.0,0,1,0,0,251.0,0
u_001514,6.3,18.6,6.0,0.0,0.0,2,1,0.44,1.0,1,4.3,0.04,0,0,0,1,648.0,0
u_001515,11.6,2.2,4.8,0.0,1.0,3,0,0.54,5.0,1,13.0,0.25,0,0,0,2,251.0,0
u_001516,13.2,0.0,0.0,2.5,5.0,2,1,0.16,7.0,0,0.0,0.0,0,1,0,0,115.0,0
u_001517,19.4,2.9,0.0,0.0,0.0,1,0,0.52,12.0,1,6.1,0.08,0,0,0,0,69.0,1
u_001518,19.0,2.8,0.0,4.3,0.0,2,1,0.32,15.0,0,4.5,0.21,0,0,0,0,195.0,0
u_001519,16.9,16.1,0.0,0.0,0.0,1,0,0.11,2.0,0,8.4,0.32,1,0,0,1,367.0,0
u_001520,22.7,11.0,2.5,0.8,2.7,4,1,0.08,3.0,0,3.5,0.15,0,0,0,1,388.0,0
u_001521,8.4,1.0,2.8,0.0,0.0,2,1,0.25,12.0,0,14.9,0.14,0,0,0,2,138.0,1
u_001522,19.5,0.8,14.9,0.0,0.0,2,1,0.47,2.0,0,7.0,0.21,0,1,0,0,587.0,1
u_001523,28.2,0.0,3.2,0.0,0.0,1,0,0.14,6.0,0,0.0,0.0,0,1,0,0,138.0,0
u_001524,8.3,0.0,2.3,0.0,0.0,1,0,0.61,11.0,0,0.0,0.0,0,1,1,0,106.0,0
u_001525,3.3,0.0,0.0,0.0,0.0,0,0,0.38,5.0,0,0.0,0.0,0,0,0,0,10.0,0
u_001526,33.3,8.2,3.8,2.0,7.3,4,0,0.06,3.0,0,10.0,0.21,0,0,0,1,458.0,0
u_001527,6.5,0.0,0.0,2.8,1.9,2,0,0.69,6.0,0,0.0,0.0,0,0,0,1,117.0,1
u_001528,11.2,0.0,0.0,0.0,0.0,0,0,0.16,34.0,0,0.0,0.0,1,0,0,1,9.0,1
u_001529,27.6,5.5,0.0,5.0,0.0,2,0,0.24,4.0,0,3.3,0.41,0,0,1,0,276.0,0
u_001530,7.9,0.0,0.0,0.0,0.0,0,0,0.26,50.0,0,0.0,0.0,0,0,0,0,2.0,1
u_001531,31.8,7.3,2.8,2.9,0.0,3,1,0.02,9.0,1,6.4,0.2,1,0,0,0,360.0,0
u_001532,9.9,0.0,0.0,0.0,0.0,0,0,0.54,14.0,0,0.0,0.0,0,0,0,1,13.0,0
u_001533,8.9,1.3,0.0,3.0,0.0,2,0,0.53,16.0,1,6.7,0.24,0,1,1,0,124.0,0
u_001534,6.4,10.7,0.0,2.4,2.3,3,0,0.47,4.0,0,7.0,0.26,0,0,0,0,356.0,0
u_001535,10.0,1.6,0.0,0.8,0.0,2,0,0.03,22.0,1,6.8,0.07,0,0,0,0,87.0,0
u_001536,25.2,9.2,0.0,1.6,21.2,3,0,0.18,2.0,1,5.5,0.16,0,0,0,1,389.0,0
u_001537,11.2,4.3,0.0,0.0,0.0,1,0,0.69,18.0,1,7.0,0.12,0,0,0,1,104.0,0
u_001538,33.4,9.4,1.0,4.7,11.6,4,0,0.27,1.0,2,6.0,0.36,0,0,0,0,480.0,0
u_001539,17.4,0.0,2.4,0.0,0.0,1,0,0.12,29.0,0,0.0,0.0,1,0,1,1,95.0,1
u_001540,18.5,5.7,6.6,0.0,0.0,2,0,0.23,5.0,0,6.6,0.4,0,0,1,0,388.0,1
u_001541,8.7,10.1,0.0,3.5,0.0,2,0,0.38,1.0,0,5.1,0.13,0,0,0,0,334.0,0
u_001542,36.6,5.9,5.1,0.0,0.0,2,0,0.51,3.0,0,2.9,0.16,0,0,1,0,338.0,0
u_001543,28.3,8.6,0.0,7.5,0.0,2,1,0.0,3.0,0,9.0,0.08,0,0,0,0,424.0,0
u_001544,27.8,3.2,1.6,2.2,0.0,3,1,0.47,4.0,1,3.3,0.29,1,0,1,0,209.0,0
u_001545,15.0,8.8,0.0,0.0,0.0,1,0,0.07,8.0,2,8.2,0.27,0,0,0,0,214.0,0
u_001546,5.6,15.9,0.0,0.0,5.4,2,0,0.1,5.0,0,2.7,0.11,0,0,0,0,396.0,0
u_001547,19.2,3.2,0.8,0.0,0.0,2,0,0.47,26.0,0,14.1,0.03,0,0,0,0,109.0,0
u_001548,24.4,0.0,1.3,0.0,0.0,1,0,0.15,10.0,0,0.0,0.0,0,0,1,0,68.0,0
u_001549,24.6,2.4,0.0,5.3,3.7,3,0,0.74,2.0,0,5.7,0.29,0,0,0,0,256.0,1
u_001550,22.4,17.2,10.5,0.0,0.0,2,0,0.22,2.0,1,9.8,0.05,0,0,0,1,781.0,0
u_001551,21.8,1.0,0.9,0.0,0.0,2,0,0.13,23.0,0,12.5,0.15,0,0,1,1,64.0,0
u_001552,9.8,0.0,0.0,0.0,1.7,1,0,0.12,15.0,0,0.0,0.0,0,0,0,0,15.0,0
u_001553,10.2,5.2,0.0,0.0,20.8,2,1,0.23,8.0,0,2.8,0.2,0,0,0,1,249.0,0
u_001554,6.4,0.0,0.0,0.0,0.0,0,0,0.83,49.0,0,0.0,0.0,0,0,0,0,17.0,1
u_001555,33.6,3.1,0.6,0.0,0.0,2,0,0.29,21.0,0,28.6,0.17,1,2,0,0,99.0,1
u_001556,54.6,0.0,0.0,0.0,25.6,1,0,0.42,7.0,0,0.0,0.0,0,0,0,1,159.0,0
u_001557,72.0,15.4,0.0,0.0,6.2,2,0,0.58,4.0,1,5.5,0.18,0,0,0,1,394.0,0
u_001558,20.1,6.3,0.0,0.0,11.6,2,0,0.22,17.0,1,12.5,0.06,0,0,0,1,215.0,1
u_001559,21.8,0.8,0.0,0.0,0.0,1,0,0.41,5.0,0,6.8,0.37,0,0,0,1,28.0,0
u_001560,15.4,6.3,0.0,0.0,0.0,1,1,0.11,27.0,0,7.0,0.06,0,0,1,1,179.0,0
u_001561,19.9,0.0,5.9,0.0,0.0,1,0,0.43,6.0,0,0.0,0.0,0,1,0,0,244.0,1
u_001562,7.9,2.1,3.0,0.0,0.0,2,0,0.13,9.0,0,6.5,0.12,0,1,0,0,207.0,0
u_001563,15.2,6.0,0.0,0.0,16.3,2,0,0.49,1.0,2,9.4,0.14,0,0,0,0,232.0,0
u_001564,8.9,11.8,0.0,2.1,0.0,2,0,0.69,15.0,2,11.9,0.23,0,0,1,0,349.0,0
u_001565,13.8,6.8,0.0,0.2,0.0,1,0,0.51,12.0,2,9.2,0.18,0,0,0,0,185.0,0
u_001566,9.6,0.0,3.3,0.0,4.1,2,0,0.26,8.0,0,0.0,0.0,0,0,0,0,155.0,0
u_001567,24.5,3.7,0.0,0.0,4.5,2,0,0.39,4.0,0,7.5,0.22,0,0,0,1,118.0,0
u_001568,26.6,4.3,0.0,8.5,15.4,3,0,0.3,0.0,1,4.1,0.04,0,0,1,0,454.0,0
u_001569,21.3,8.9,3.4,1.4,0.0,3,1,0.31,3.0,0,5.7,0.21,0,0,0,0,371.0,0
u_001570,10.3,0.0,0.0,0.0,11.0,1,0,0.25,11.0,0,0.0,0.0,0,0,0,0,82.0,1
u_001571,6.0,9.6,0.0,0.0,2.4,2,0,0.75,6.0,0,3.1,0.17,0,0,0,0,240.0,0
u_001572,26.8,2.5,6.4,0.0,2.0,3,0,0.08,19.0,0,11.4,0.32,0,0,0,2,318.0,1
u_001573,17.3,0.1,0.3,0.0,0.0,0,0,0.34,67.0,0,0.0,0.0,0,0,0,0,19.0,1
u_001574,3.1,3.3,0.3,0.0,3.3,2,0,0.12,2.0,0,3.3,0.15,0,0,1,1,135.0,0
u_001575,19.1,0.0,2.7,0.0,0.0,1,0,0.49,18.0,0,0.0,0.0,0,0,1,2,121.0,0
u_001576,21.9,18.1,0.0,0.0,0.0,1,0,0.02,5.0,1,5.7,0.05,0,0,0,0,404.0,0
u_001577,4.3,1.7,0.0,0.0,0.0,1,0,0.29,2.0,0,5.9,0.58,0,0,0,0,44.0,0
u_001578,24.7,8.5,0.0,0.0,3.4,2,0,0.34,6.0,1,7.2,0.3,0,0,0,0,229.0,0
u_001579,5.0,2.7,0.0,0.0,5.9,2,1,0.2,7.0,1,10.6,0.18,0,0,0,3,117.0,0
u_001580,9.4,14.6,0.0,0.0,0.0,1,0,0.06,3.0,1,8.9,0.07,0,1,0,0,345.0,1
u_001581,5.0,0.0,1.3,0.0,0.0,1,0,0.13,23.0,0,0.0,0.0,0,2,0,1,67.0,0
u_001582,8.6,6.6,1.6,0.0,7.0,3,0,0.2,10.0,0,16.2,0.33,0,0,0,0,266.0,0
u_001583,6.1,0.0,9.5,0.0,0.0,1,0,0.77,3.0,0,0.0,0.0,0,1,0,0,362.0,0
u_001584,33.5,13.4,0.8,0.0,0.0,2,1,0.16,4.0,0,2.5,0.17,0,0,0,2,341.0,0
u_001585,14.4,0.6,2.5,4.6,11.4,4,0,0.43,3.0,0,8.0,0.02,0,0,0,0,335.0,0
u_001586,12.2,4.6,0.0,0.0,12.5,2,0,0.39,15.0,0,8.7,0.04,0,0,0,1,189.0,0
u_001587,35.6,1.5,4.6,0.0,0.0,2,0,0.44,14.0,0,7.3,0.13,0,0,0,0,222.0,0
u_001588,34.4,0.0,2.9,0.0,0.0,1,0,0.48,5.0,0,0.0,0.0,0,0,0,1,116.0,0
u_001589,12.9,5.8,0.7,0.0,0.0,2,0,0.37,15.0,0,9.8,0.07,0,0,0,0,177.0,1
u_001590,21.1,6.6,0.0,0.0,18.4,2,0,0.09,7.0,4,1.0,0.04,0,0,0,1,271.0,0
u_001591,10.9,0.0,1.7,0.0,0.0,1,1,0.62,17.0,0,0.0,0.0,0,0,0,0,82.0,0
u_001592,16.1,11.7,0.0,2.3,0.0,2,1,0.31,3.0,2,5.9,0.37,1,0,0,0,339.0,1
u_001593,7.1,9.3,9.5,1.2,0.4,3,0,0.54,3.0,2,4.3,0.11,0,1,0,0,638.0,0
u_001594,23.2,0.0,7.8,0.0,0.0,1,0,0.58,4.0,0,0.0,0.0,0,1,0,0,303.0,0
u_001595,36.5,9.8,2.8,6.4,0.0,3,0,0.25,9.0,1,6.6,0.22,0,0,0,1,529.0,0
u_001596,32.4,0.2,6.7,2.5,13.1,3,0,0.11,5.0,0,0.0,0.0,2,0,0,0,427.0,0
u_001597,17.9,1.5,6.8,0.0,5.2,3,0,0.03,3.0,0,4.9,0.35,1,0,0,1,331.0,0
u_001598,2.8,4.8,11.1,0.0,0.0,2,0,0.29,2.0,1,10.0,0.07,0,0,0,0,540.0,0
u_001599,10.5,3.8,0.0,0.0,0.0,1,0,0.58,3.0,0,5.1,0.23,1,0,0,0,103.0,0
u_001600,16.0,0.0,5.2,0.0,0.0,1,0,0.14,2.0,0,0.0,0.0,1,1,0,0,212.0,0
u_001601,5.4,8.8,1.5,0.0,0.0,2,0,0.54,1.0,0,7.1,0.51,0,0,0,0,259.0,0
u_001602,4.5,0.0,0.7,0.0,0.0,1,0,0.53,48.0,0,0.0,0.0,0,0,0,0,47.0,0
u_001603,43.0,1.0,0.0,0.0,7.4,2,0,0.05,7.0,0,3.2,0.14,0,0,1,1,70.0,0
u_001604,29.9,3.7,4.2,0.0,0.0,2,0,0.14,6.0,1,12.0,0.07,0,0,0,0,248.0,0
u_001605,24.4,1.4,0.0,0.4,26.4,2,0,0.23,1.0,0,11.9,0.01,0,0,0,0,209.0,0
u_001606,27.7,6.7,0.0,1.9,8.3,3,0,0.21,1.0,1,9.4,0.07,0,0,1,1,330.0,0
u_001607,6.2,1.0,9.7,6.4,0.0,3,0,0.03,2.0,0,2.1,0.08,0,2,0,0,592.0,0
u_001608,8.3,0.0,4.1,3.5,2.7,3,1,0.4,11.0,0,0.0,0.0,0,1,2,0,292.0,0
u_001609,20.2,2.3,0.0,0.0,0.0,1,1,0.22,17.0,0,7.0,0.12,0,0,0,1,53.0,0
u_001610,21.3,9.9,0.0,0.0,9.8,2,0,0.13,10.0,0,2.6,0.3,0,0,0,0,305.0,0
u_001611,5.1,4.8,0.0,4.2,10.8,3,0,0.31,1.0,0,9.5,0.04,0,0,0,0,320.0,0
u_001612,19.2,0.0,1.2,1.8,0.0,2,0,0.15,13.0,0,0.0,0.0,0,0,0,0,102.0,0
u_001613,16.3,11.2,1.7,0.0,5.8,3,1,0.59,6.0,2,9.3,0.14,0,1,0,0,348.0,0
u_001614,31.7,11.4,2.1,0.0,0.0,2,0,0.68,18.0,1,2.2,0.12,0,0,0,1,336.0,1
u_001615,21.4,9.5,1.7,0.0,0.0,2,0,0.28,3.0,1,4.2,0.1,0,0,0,0,291.0,0
u_001616,46.2,3.1,0.0,3.0,10.6,3,0,0.41,2.0,1,5.3,0.02,0,0,0,3,241.0,0
u_001617,13.0,8.0,1.8,0.0,9.6,3,0,0.2,2.0,0,9.5,0.07,0,0,0,0,336.0,0
u_001618,6.6,0.0,0.5,0.0,0.0,0,0,0.2,6.0,0,0.0,0.0,0,0,0,0,28.0,1
u_001619,45.4,4.4,3.2,0.0,0.0,2,0,0.04,8.0,1,2.8,0.03,0,0,0,1,224.0,0
u_001620,22.1,4.6,0.0,0.0,3.1,2,0,0.43,5.0,0,6.3,0.1,0,0,0,0,126.0,0
u_001621,16.3,0.0,1.5,0.0,0.0,1,0,0.32,11.0,0,0.0,0.0,0,0,0,1,63.0,0
u_001622,8.6,9.6,2.6,0.0,5.1,3,1,0.2,3.0,1,3.6,0.12,0,0,0,0,375.0,0
u_001623,13.1,6.1,6.8,0.0,0.0,2,0,0.57,2.0,0,2.8,0.25,0,1,0,0,409.0,0
u_001624,12.6,8.5,9.9,0.0,2.3,3,1,0.28,1.0,1,6.3,0.09,0,0,0,0,605.0,0
u_001625,6.4,4.2,6.4,0.0,0.0,2,1,0.75,5.0,1,10.1,0.28,0,0,0,0,352.0,0
u_001626,1.9,4.1,0.0,2.6,12.2,3,0,0.16,8.0,1,16.4,0.2,0,0,0,0,266.0,0
u_001627,12.3,8.7,0.0,0.0,4.3,2,1,0.44,12.0,1,7.5,0.25,0,1,0,0,257.0,0
u_001628,28.1,2.7,0.0,0.0,6.4,2,0,0.29,7.0,1,6.9,0.13,0,0,0,0,100.0,0
u_001629,38.5,0.0,4.8,0.0,0.0,1,0,0.02,7.0,0,0.0,0.0,0,0,0,0,198.0,0
u_001630,32.5,0.0,1.7,0.0,0.0,1,0,0.53,9.0,0,0.0,0.0,0,0,0,0,90.0,0
u_001631,33.8,3.9,0.0,3.5,1.2,3,0,0.53,8.0,0,6.7,0.29,0,0,0,1,221.0,0
u_001632,7.1,0.0,7.2,4.2,6.1,3,0,0.06,1.0,0,0.0,0.0,0,0,0,0,449.0,0
u_001633,20.4,3.2,0.0,0.0,0.0,1,0,0.48,22.0,1,4.4,0.32,0,0,1,0,74.0,0
u_001634,24.6,0.0,0.0,0.0,2.9,1,0,0.47,13.0,0,0.0,0.0,0,0,0,0,27.0,1
u_001635,25.6,6.9,4.4,0.0,7.6,3,0,0.19,10.0,1,8.1,0.22,0,0,0,0,387.0,0
u_001636,16.1,2.3,3.7,0.0,8.1,3,0,0.16,4.0,0,2.1,0.11,0,0,0,0,250.0,0
u_001637,18.7,0.0,0.0,5.9,0.0,1,0,0.26,7.0,0,0.0,0.0,0,0,0,0,215.0,0
u_001638,31.9,2.0,0.0,0.0,0.0,1,0,0.4,18.0,0,10.8,0.04,0,0,0,0,62.0,1
u_001639,24.0,5.0,0.1,0.0,15.2,2,0,0.52,2.0,1,3.7,0.21,0,0,0,0,234.0,0
u_001640,27.0,4.7,3.4,0.0,20.5,3,0,0.51,3.0,0,6.0,0.13,0,0,0,1,364.0,0
u_001641,11.9,14.0,0.0,0.0,0.0,1,0,0.34,5.0,1,8.3,0.0,0,0,0,0,329.0,0
u_001642,26.1,4.3,0.0,0.0,1.8,2,1,0.22,8.0,0,11.4,0.05,0,0,0,1,118.0,0
u_001643,18.6,10.4,4.5,0.0,0.0,2,0,0.05,5.0,0,4.6,0.11,0,1,0,1,441.0,0
u_001644,29.8,8.7,0.0,0.0,21.1,2,0,0.23,6.0,0,22.7,0.3,1,0,0,1,326.0,0
u_001645,9.8,3.0,0.0,0.0,6.1,2,0,0.32,6.0,1,5.2,0.29,0,0,0,0,130.0,0
u_001646,28.2,13.1,8.7,0.7,33.3,4,1,0.27,3.0,1,9.9,0.08,0,0,0,1,846.0,0
u_001647,13.2,3.1,6.9,0.0,0.0,2,0,0.08,7.0,0,7.4,0.1,0,0,1,0,352.0,0
u_001648,28.3,3.8,4.5,0.0,5.8,3,0,0.08,2.0,0,7.7,0.19,0,1,0,2,290.0,0
u_001649,20.5,7.4,0.0,0.0,25.4,2,0,0.54,5.0,1,17.5,0.17,0,0,0,1,352.0,0
u_001650,17.6,3.5,0.0,4.1,0.0,2,0,0.13,12.0,1,9.3,0.45,0,0,0,2,218.0,0
u_001651,13.8,1.0,0.0,3.1,0.0,2,0,0.07,3.0,0,5.1,0.04,0,0,0,0,118.0,0
u_001652,16.4,3.9,0.0,3.7,2.2,3,1,0.09,3.0,1,11.5,0.29,1,0,0,1,242.0,0
u_001653,12.4,3.8,0.0,0.2,13.5,2,1,0.22,8.0,1,1.9,0.07,0,0,0,0,181.0,0
u_001654,13.6,1.9,3.2,2.3,0.0,3,0,0.13,10.0,0,5.2,0.09,0,1,0,0,250.0,0
u_001655,23.5,4.9,6.5,0.0,0.0,2,1,0.42,8.0,1,1.4,0.15,0,0,0,0,362.0,0
u_001656,3.7,5.0,0.0,10.7,0.0,2,1,0.48,7.0,0,11.6,0.2,0,1,0,0,437.0,1
u_001657,28.1,6.9,6.1,3.7,15.4,4,1,0.42,1.0,2,5.0,0.09,0,0,0,0,591.0,0
u_001658,28.4,1.5,0.0,0.0,0.0,1,0,0.52,20.0,0,6.4,0.07,0,0,0,0,60.0,1
u_001659,14.1,1.6,8.0,0.0,0.0,2,0,0.52,11.0,0,5.6,0.09,1,1,0,0,356.0,0
u_001660,19.1,9.6,0.0,3.4,0.0,2,1,0.22,3.0,2,11.9,0.21,0,0,0,0,329.0,0
u_001661,7.9,0.0,0.0,0.0,1.0,1,0,0.45,22.0,0,0.0,0.0,0,0,0,1,22.0,1
u_001662,22.5,6.2,4.0,0.0,0.0,2,1,0.56,11.0,1,5.4,0.11,0,0,0,0,305.0,0
u_001663,8.7,4.1,5.1,0.0,3.0,3,0,0.54,4.0,0,10.4,0.08,0,1,0,0,330.0,0
u_001664,1.0,2.4,0.0,1.1,0.0,2,0,0.18,13.0,1,2.2,0.24,0,0,0,3,102.0,0
u_001665,37.5,13.8,5.0,0.0,0.0,2,1,0.38,4.0,1,9.3,0.05,0,0,0,0,500.0,0
u_001666,7.1,5.1,12.2,0.0,0.0,2,0,0.64,3.0,2,2.8,0.12,0,1,0,0,596.0,0
u_001667,16.1,2.8,0.0,3.2,0.0,2,0,0.45,1.0,0,2.2,0.07,0,0,0,2,169.0,0
u_001668,19.6,0.8,0.0,0.0,0.0,1,0,0.15,27.0,0,11.3,0.05,0,0,0,0,21.0,1
u_001669,23.5,8.3,0.0,2.1,10.9,3,1,0.51,1.0,2,4.1,0.26,0,1,0,1,314.0,0
u_001670,17.2,1.9,2.6,0.0,0.0,2,0,0.36,5.0,0,5.7,0.07,0,0,0,1,150.0,0
u_001671,20.8,13.0,1.1,0.0,0.0,2,0,0.64,1.0,0,6.9,0.26,0,0,1,1,333.0,0
u_001672,13.9,4.6,2.5,0.0,0.0,2,0,0.57,20.0,0,3.7,0.02,0,1,0,1,205.0,0
u_001673,4.4,27.7,0.0,0.0,0.4,1,0,0.2,2.0,4,2.2,0.26,0,0,0,0,616.0,0
u_001674,16.7,3.8,0.0,0.0,5.2,2,0,0.51,6.0,0,11.5,0.34,0,0,1,0,144.0,0
u_001675,25.7,1.8,0.0,0.0,11.1,2,0,0.21,5.0,1,10.6,0.27,0,1,0,1,121.0,0
u_001676,7.5,5.2,1.5,0.0,0.0,2,0,0.47,12.0,1,8.7,0.08,0,0,0,0,175.0,0
u_001677,19.7,2.7,0.0,0.0,5.6,2,0,0.09,11.0,2,2.4,0.08,0,0,0,0,107.0,0
u_001678,52.1,0.0,8.8,4.7,6.9,3,1,0.18,11.0,0,0.0,0.0,0,1,0,0,526.0,0
u_001679,15.9,9.9,1.5,0.0,0.0,2,0,0.13,11.0,0,6.6,0.26,0,0,0,0,275.0,0
u_001680,16.5,6.4,2.9,0.0,1.3,3,0,0.31,7.0,0,3.5,0.11,0,0,0,0,265.0,0
u_001681,4.0,2.2,0.0,0.0,0.0,1,0,0.53,11.0,0,2.9,0.54,0,0,0,0,52.0,1
u_001682,6.8,1.5,6.7,0.0,0.0,2,0,0.04,6.0,0,10.1,0.29,0,1,0,0,295.0,0
u_001683,8.8,1.7,11.1,0.0,5.0,3,0,0.48,2.0,1,7.2,0.39,0,0,1,0,501.0,1
u_001684,25.0,0.0,0.0,2.1,0.0,1,0,0.4,14.0,0,0.0,0.0,0,0,1,0,88.0,0
u_001685,8.0,19.9,0.0,0.0,0.0,1,1,0.2,10.0,1,8.0,0.33,0,0,0,0,466.0,0
u_001686,2.7,4.0,0.9,0.0,0.0,2,1,0.55,9.0,1,7.5,0.24,0,0,1,1,131.0,0
u_001687,22.2,0.0,3.5,0.0,0.0,1,0,0.43,6.0,0,0.0,0.0,0,0,0,0,164.0,0
u_001688,9.5,1.9,0.0,0.0,0.0,1,0,0.6,6.0,1,7.6,0.26,0,0,1,0,69.0,0
u_001689,4.2,5.5,0.5,0.0,0.0,1,0,0.15,7.0,0,9.3,0.21,0,0,0,0,141.0,0
u_001690,27.1,2.3,3.1,0.0,9.7,3,0,0.05,6.0,0,13.3,0.41,0,0,0,0,236.0,0
u_001691,12.7,1.2,0.0,0.0,1.7,2,0,0.56,15.0,1,4.2,0.54,0,0,0,0,46.0,0
u_001692,23.6,0.0,0.0,0.0,0.9,1,0,0.24,11.0,0,0.0,0.0,0,0,0,1,43.0,0
u_001693,4.1,1.9,4.3,1.6,0.0,3,0,0.22,17.0,0,15.6,0.39,0,1,0,0,280.0,0
u_001694,1.7,5.8,0.0,0.3,0.0,1,0,0.17,8.0,2,4.7,0.15,0,0,0,2,150.0,0
u_001695,18.4,5.9,0.0,0.0,0.0,1,0,0.39,7.0,2,4.0,0.37,0,0,0,0,135.0,0
u_001696,6.5,7.5,9.5,5.1,0.0,3,0,0.09,2.0,0,13.9,0.08,0,0,0,0,704.0,0
u_001697,18.3,8.6,0.0,0.0,4.4,2,0,0.15,0.0,0,8.0,0.07,0,1,0,1,232.0,0
u_001698,18.5,2.2,0.0,0.0,0.0,1,0,0.19,17.0,0,5.9,0.23,0,0,0,1,55.0,0
u_001699,16.9,0.0,3.1,0.0,5.4,2,0,0.36,9.0,0,0.0,0.0,0,1,1,0,169.0,0
u_001700,33.6,3.4,1.3,1.1,10.6,4,0,0.39,4.0,1,4.2,0.26,0,0,0,1,238.0,0
u_001701,72.0,0.5,0.4,0.0,3.6,1,0,0.58,34.0,0,0.0,0.0,0,0,0,0,65.0,0
u_001702,21.9,8.9,0.0,0.0,0.0,1,0,0.08,2.0,3,8.2,0.16,0,0,0,1,212.0,0
u_001703,52.1,13.7,0.0,5.8,0.0,2,0,0.57,5.0,3,8.9,0.12,0,0,0,0,486.0,0
u_001704,12.9,4.0,0.0,0.0,20.0,2,0,0.04,3.0,0,8.4,0.18,0,0,0,0,215.0,0
u_001705,5.5,10.2,12.9,1.7,0.0,3,0,0.17,2.0,0,4.8,0.4,0,0,0,0,788.0,0
u_001706,10.0,4.2,0.0,0.0,0.0,1,0,0.18,30.0,1,4.4,0.39,0,0,0,1,94.0,0
u_001707,13.5,2.8,0.0,0.0,0.0,1,0,0.25,12.0,1,7.5,0.04,0,0,0,0,62.0,0
u_001708,54.9,0.0,6.9,0.0,6.6,2,0,0.11,5.0,0,0.0,0.0,0,1,0,0,321.0,1
u_001709,17.6,4.7,0.0,0.0,0.0,1,0,0.17,5.0,0,6.3,0.12,0,0,0,0,150.0,0
u_001710,34.4,5.5,5.1,0.0,5.9,3,0,0.09,9.0,0,4.6,0.22,0,1,0,0,355.0,0
u_001711,12.1,3.6,1.3,0.0,0.0,2,0,0.21,8.0,0,12.5,0.21,0,0,0,0,151.0,0
u_001712,11.0,0.0,0.0,0.0,2.1,1,1,0.17,12.0,0,0.0,0.0,0,0,0,0,15.0,0
u_001713,3.9,7.2,0.0,0.0,3.2,2,0,0.21,11.0,0,6.9,0.35,0,0,0,0,185.0,0
u_001714,53.8,1.7,0.9,0.0,0.0,2,0,0.19,6.0,0,15.7,0.17,0,0,0,0,83.0,0
u_001715,41.9,3.0,4.4,0.0,0.0,2,0,0.44,3.0,0,4.9,0.3,0,0,0,0,257.0,0
u_001716,19.9,0.0,0.0,0.4,10.3,1,0,0.6,28.0,0,0.0,0.0,0,0,0,0,94.0,0
u_001717,14.2,4.1,0.9,0.0,10.3,3,0,0.32,3.0,0,4.4,0.09,0,0,0,0,206.0,0
u_001718,18.1,2.3,0.0,0.0,1.4,2,0,0.22,12.0,0,3.5,0.4,0,0,0,1,65.0,0
u_001719,5.3,4.0,0.0,0.0,0.0,1,0,0.25,11.0,0,7.4,0.11,1,0,0,1,136.0,1
u_001720,23.6,0.9,4.7,1.5,0.0,3,0,0.17,12.0,2,10.5,0.29,1,0,0,0,262.0,0
u_001721,39.7,12.3,0.0,0.0,3.4,2,0,0.44,1.0,0,1.9,0.26,0,0,0,1,301.0,0
u_001722,41.0,0.0,1.4,0.0,13.5,2,1,0.5,5.0,0,0.0,0.0,0,0,0,1,146.0,0
u_001723,4.1,0.0,0.0,0.0,4.5,1,0,0.6,6.0,0,0.0,0.0,0,0,0,0,34.0,1
u_001724,34.2,0.9,3.8,1.4,16.4,4,0,0.75,7.0,0,8.6,0.16,0,0,0,0,310.0,0
u_001725,5.3,17.0,2.0,0.0,3.5,3,1,0.2,1.0,1,7.6,0.1,0,1,0,1,481.0,0
u_001726,1.8,0.8,4.1,0.3,5.2,3,1,0.26,3.0,0,2.6,0.16,0,0,0,1,239.0,0
u_001727,35.0,6.6,4.8,0.0,0.0,2,1,0.2,8.0,1,5.6,0.28,0,0,0,0,348.0,0
u_001728,11.4,3.6,0.0,0.0,5.3,2,0,0.29,5.0,1,2.0,0.02,0,1,0,2,114.0,0
u_001729,31.9,4.0,8.6,0.0,2.8,3,0,0.16,7.0,0,12.0,0.12,0,1,0,1,439.0,0
u_001730,30.0,4.5,2.9,0.0,4.2,3,1,0.2,8.0,0,3.3,0.31,0,0,0,0,244.0,0
u_001731,27.5,2.8,0.0,0.0,0.0,1,0,0.6,9.0,1,16.5,0.21,0,0,0,0,84.0,0
u_001732,17.9,4.7,2.7,0.0,0.0,2,1,0.61,3.0,1,13.5,0.41,1,0,0,0,221.0,0
u_001733,5.9,5.4,4.4,4.6,17.9,4,1,0.17,7.0,0,5.2,0.27,0,0,0,0,541.0,0
u_001734,13.6,7.9,2.3,2.6,0.0,3,0,0.29,2.0,1,2.2,0.18,0,0,1,0,351.0,0
u_001735,41.5,7.2,0.0,4.3,0.0,2,0,0.15,7.0,0,4.8,0.22,1,0,0,0,305.0,1
u_001736,32.4,1.7,2.3,0.0,0.0,2,0,0.34,4.0,0,5.5,0.12,0,1,0,1,173.0,0
u_001737,14.1,2.1,3.7,0.0,1.7,3,0,0.46,11.0,1,7.5,0.3,0,1,0,0,213.0,0
u_001738,14.0,9.8,0.0,5.6,0.0,2,0,0.19,2.0,1,3.3,0.16,0,1,0,0,389.0,0
u_001739,25.9,3.2,5.9,0.0,0.0,2,0,0.58,1.0,0,11.3,0.05,0,0,0,0,310.0,0
